k141_1111267_1	k141_1111267_1
k141_556070_1	k141_556070_1
k141_556181_1	k141_556181_1
k141_556181_2	k141_556181_2
k141_556181_3	k141_556181_3
k141_185863_1	k141_185863_1
k141_741683_1	k141_741683_1
k141_741683_2	k141_741683_2
k141_1111869_1	k141_1111869_1
k141_1111869_6	k141_1111869_6
k141_1111869_7	k141_1111869_7
k141_186189_2	k141_186189_2
k141_186189_5	k141_186189_5
k141_1112183_1	k141_1112183_1
k141_586_2	k141_586_2
k141_742111_1	k141_742111_1
k141_371714_1	k141_371714_1
k141_371714_2	k141_371714_2
k141_371714_3	k141_371714_3
k141_371714_4	k141_371714_4
k141_371714_5	k141_371714_5
k141_371714_6	k141_371714_6
k141_556998_1	k141_556998_1
k141_556998_2	k141_556998_2
k141_1112540_1	k141_1112540_1
k141_1112540_2	k141_1112540_2
k141_557304_1	k141_557304_1
k141_372094_1	k141_372094_1
k141_372094_2	k141_372094_2
k141_372094_3	k141_372094_3
k141_372094_4	k141_372094_4
k141_742577_1	k141_742577_1
k141_1112598_1	k141_1112598_1
k141_1112598_2	k141_1112598_2
k141_1112605_1	k141_1112605_1
k141_1112605_2	k141_1112605_2
k141_1112605_3	k141_1112605_3
k141_186777_1	k141_186777_1
k141_742623_1	k141_742623_1
k141_742623_2	k141_742623_2
k141_742623_4	k141_742623_4
k141_742623_5	k141_742623_5
k141_742623_7	k141_742623_7
k141_927836_1	k141_927836_1
k141_927836_2	k141_927836_2
k141_372286_1	k141_372286_1
k141_372286_2	k141_372286_2
k141_1155_1	k141_1155_1
k141_928003_1	k141_928003_1
k141_928003_2	k141_928003_2
k141_928003_3	k141_928003_3
k141_928003_4	k141_928003_4
k141_928003_5	k141_928003_5
k141_928003_7	k141_928003_7
k141_928003_8	k141_928003_8
k141_928003_10	k141_928003_10
k141_928003_11	k141_928003_11
k141_928003_12	k141_928003_12
k141_928003_13	k141_928003_13
k141_928003_15	k141_928003_15
k141_928003_16	k141_928003_16
k141_928003_18	k141_928003_18
k141_1273_1	k141_1273_1
k141_1273_2	k141_1273_2
k141_928036_1	k141_928036_1
k141_1113050_1	k141_1113050_1
k141_1113050_3	k141_1113050_3
k141_1113050_4	k141_1113050_4
k141_1113050_6	k141_1113050_6
k141_1113050_7	k141_1113050_7
k141_1113050_9	k141_1113050_9
k141_1113050_10	k141_1113050_10
k141_1113050_11	k141_1113050_11
k141_1113050_12	k141_1113050_12
k141_1113050_13	k141_1113050_13
k141_557801_1	k141_557801_1
k141_557801_2	k141_557801_2
k141_557801_3	k141_557801_3
k141_372522_1	k141_372522_1
k141_372522_2	k141_372522_2
k141_372522_3	k141_372522_3
k141_372522_4	k141_372522_4
k141_372522_5	k141_372522_5
k141_372529_2	k141_372529_2
k141_372529_3	k141_372529_3
k141_372529_4	k141_372529_4
k141_372529_7	k141_372529_7
k141_372529_8	k141_372529_8
k141_372529_9	k141_372529_9
k141_743355_2	k141_743355_2
k141_372639_1	k141_372639_1
k141_743364_1	k141_743364_1
k141_743364_2	k141_743364_2
k141_743376_1	k141_743376_1
k141_187578_1	k141_187578_1
k141_187578_2	k141_187578_2
k141_558068_2	k141_558068_2
k141_558068_3	k141_558068_3
k141_558068_4	k141_558068_4
k141_558068_6	k141_558068_6
k141_187584_1	k141_187584_1
k141_928337_1	k141_928337_1
k141_372698_1	k141_372698_1
k141_743577_1	k141_743577_1
k141_743581_1	k141_743581_1
k141_743581_2	k141_743581_2
k141_743581_3	k141_743581_3
k141_743581_4	k141_743581_4
k141_743581_5	k141_743581_5
k141_743581_6	k141_743581_6
k141_743581_7	k141_743581_7
k141_743581_8	k141_743581_8
k141_743581_9	k141_743581_9
k141_743581_10	k141_743581_10
k141_743581_11	k141_743581_11
k141_743581_12	k141_743581_12
k141_743581_13	k141_743581_13
k141_743581_14	k141_743581_14
k141_743581_15	k141_743581_15
k141_187791_1	k141_187791_1
k141_558314_2	k141_558314_2
k141_1113411_1	k141_1113411_1
k141_928588_2	k141_928588_2
k141_928588_4	k141_928588_4
k141_187813_1	k141_187813_1
k141_187815_3	k141_187815_3
k141_1755_1	k141_1755_1
k141_558473_2	k141_558473_2
k141_743849_1	k141_743849_1
k141_743849_2	k141_743849_2
k141_928854_2	k141_928854_2
k141_928854_3	k141_928854_3
k141_928854_4	k141_928854_4
k141_928854_5	k141_928854_5
k141_1926_1	k141_1926_1
k141_373007_2	k141_373007_2
k141_373007_3	k141_373007_3
k141_373007_10	k141_373007_10
k141_373007_23	k141_373007_23
k141_373007_44	k141_373007_44
k141_373007_45	k141_373007_45
k141_373007_49	k141_373007_49
