"gene_id","lfc"
"k141_101903_1_COG1541_Coenzyme_F390_synthetase",-3.2307149142603
"k141_101903_10_Binds_and_transfers_iron-sulfur__Fe",-2.50545225093864
"k141_101903_11_Is_required_not_only_for_elongation",-2.88812022774154
"k141_101903_12_Part_of_a_membrane_complex_involved",0.216432672730538
"k141_101903_13_Part_of_a_membrane_complex_involved",-4.74741776384806
"k141_101903_14_Part_of_a_membrane_complex_involved",-3.04874351311576
"k141_101903_15_Part_of_a_membrane_complex_involved",-1.75383711909381
"k141_101903_16_Part_of_a_membrane_complex_involved",-2.98243534833863
"k141_101903_17_Part_of_a_membrane_complex_involved",-5.77643453545571
"k141_101903_20_protein_conserved_in_bacteria",-2.23603041269657
"k141_101903_23_DoxX_family",1.34750873218557
"k141_101903_24_Thiamine_pyrophosphate_enzyme__C-te",-1.09421213199866
"k141_101903_25_belongs_to_the_aldehyde_dehydrogena",-1.60486166367797
"k141_101903_26_Belongs_to_the_glutamate_synthase_f",-1.67148133385895
"k141_101903_27_Sodium_hydrogen_exchanger_family",-4.18563159254598
"k141_101903_33_Acetyl-coenzyme_A_synthetase_N-term",-1.38069018420931
"k141_101903_34_Catalyzes_the_thermodynamically_fav",-2.50912390142663
"k141_101903_35_Belongs_to_the_citrate_synthase_fam",-3.3064364742697
"k141_101903_36_2-methylcitrate_dehydratase",-4.27355659043886
"k141_101903_39_PFAM_Patatin",-3.69914732240143
"k141_101903_4_PFAM_Transposase",-4.47414767837919
"k141_101903_42_-",-3.48703770408315
"k141_101903_6_PFAM_AIR_synthase_related_protein",-1.65326183103373
"k141_101903_7_Catalyzes_the_transfer_of_a_formyl_g",-5.87927063567101
"k141_101903_8_Protein_of_unknown_function__DUF3108",-3.1641845169987
"k141_101903_9_Belongs_to_the_dCTP_deaminase_family",-2.53781852516866
"k141_102615_1_Releases_the_supercoiling_and_torsio",0.999993344829688
"k141_103524_3_Protein_involved_in_catechol_1_2-dio",-2.06903208715368
"k141_103524_5_Transposase_zinc-binding_domain",-1.63683050705292
"k141_104296_24_Murein-degrading_enzyme_that_degrad",1.26131155542682
"k141_104296_54_short_chain_amide_porin",2.09914854750012
"k141_105059_1_NUDIX_hydrolase",-3.79794322980466
"k141_105059_11_Trypsin",-5.48843226039369
"k141_105059_12_Belongs_to_the_resistance-nodulatio",-5.08456019261605
"k141_105059_13_Belongs_to_the_membrane_fusion_prot",-3.94656506742083
"k141_105059_14_Catalyzes_the_condensation_of_panto",-1.63489163780445
"k141_105059_15_Catalyzes_the_reversible_reaction_i",-5.45684948363682
"k141_105059_16_PFAM_7_8-Dihydro-6-hydroxymethylpte",-5.75329712192527
"k141_105059_17_Adds_poly_A__tail_to_the_3'_end_of_",-3.7096250341395
"k141_105059_18_Signal_transduction_protein",-6.75026767922309
"k141_105059_19_Protein_of_unknown_function__DUF113",-5.03677915846803
"k141_105059_2_Belongs_to_the_peptidase_S1B_family",-3.47262684578076
"k141_105059_20_nuclease",-1.97146800885184
"k141_105059_21_PFAM_toluene_tolerance",-5.77189120493162
"k141_105059_22_pfam_rdd",-3.3957301302445
"k141_105059_23_Permease_YjgP_YjgQ",-4.17533587064038
"k141_105059_24_Permease_YjgP_YjgQ_family",-1.44163743665229
"k141_105059_25_Presumably_involved_in_the_processi",-2.76886162164778
"k141_105059_26_HAMP__Histidine_kinases__Adenylyl_c",-4.51848914218587
"k141_105059_31_Domain_in_cystathionine_beta-syntha",-5.1405316916005
"k141_105059_33_Metallophosphoesterase",-5.54030837270239
"k141_105059_34_Uncharacterised_protein_family_UPF0",-1.07794906919515
"k141_105059_39_PilZ_domain",-1.2876986517029
"k141_105059_4_Transposase_zinc-ribbon_domain",-3.11070884292633
"k141_105059_41_PFAM_Ammonium_Transporter",-1.81616784815653
"k141_105059_42_PGAP1-like_protein",-5.14420017063158
"k141_105059_43_Putative_zinc-_or_iron-chelating_do",-4.835537515045
"k141_105059_44_reductase__alpha_subunit",-1.85312272175085
"k141_105059_45_Adenosine-5'-phosphosulfate_reducta",-4.30210576944783
"k141_105059_47_TIGRFAM_type_IV-A_pilus_assembly_AT",-1.26913163897148
"k141_105059_48_Type_II_secretion_system",-3.47771458062969
"k141_105059_49_Cleaves_type-4_fimbrial_leader_sequ",-5.85583212662578
"k141_105059_51_Cell_division_factor_that_enhances_",-3.48881612420129
"k141_105059_53_Thiamine_monophosphate_synthase",-0.815491266758249
"k141_105059_54_Catalyzes_two_activities_which_are_",-3.17286684834656
"k141_105059_55_Part_of_the_Sec_protein_translocase",-4.2723805741652
"k141_105059_56_COG0739_Membrane_proteins_related_t",-1.62035884828001
