"gene_id","lfc"
"k141_102887_1_Catalyzes_the_attachment_of_alanine_",-0.221025918060796
"k141_102887_2_Belongs_to_the_class-I_aminoacyl-tRN",0.556597257997664
"k141_105745_10_-",0.479790224158913
"k141_105745_11_PBS_lyase_HEAT-like_repeat",-1.06147629907866
"k141_105745_12_sister_chromatid_segregation",-0.343635724323918
"k141_105745_8_Ribosomal_protein_L15E",0.724441346275806
"k141_105745_9_-",-0.370557105728323
"k141_106472_10_PFAM_Integrase_core_domain",-1.73814587774907
"k141_106472_4_ABC_transporter__phosphonate__peripl",0.748671315314532
"k141_106472_5_ABC_transporter",0.373812473042949
"k141_106472_6_phosphonate_ABC_transporter__inner_m",-1.44465932927419
"k141_106472_7_Catalyzes_the_ATP-_and_formate-depen",0.301366612807003
"k141_106472_8_-",-2.99237942839444
"k141_108474_10_Catalyzes_the_reductive_methylation",0.354605689728139
"k141_108474_11_Belongs_to_the_MsrB_Met_sulfoxide_r",0.310677629896046
"k141_108474_12_homoserine_dehydrogenase",-0.141231652653934
"k141_108474_13_PUA_domain",0.829767123246395
"k141_108474_14_Component_of_the_proteasome_core__a",0.337773188373524
"k141_108474_15_DoxX_family",0.0600511682165863
"k141_108474_16_Peptidase_dimerisation_domain",-0.202748609283209
"k141_108474_17_Catalyzes_the_dehydration_of_the_S-",-0.0619601120857924
"k141_108474_18_tRNA_methyltransferase_complex_GCD1",0.381859346438038
"k141_108474_21_-",1.30191460469636
"k141_108474_22_-",-1.20698687995049
"k141_108474_6_PAS_domain",0.424258224358153
"k141_108474_7_AMP-binding_enzyme_C-terminal_domain",-1.05732273356494
"k141_108474_8_-",1.40542893859448
"k141_108485_1_-",-2.03780524958768
"k141_108485_2_-",-3.67905903697625
"k141_112898_10_DNA-dependent_RNA_polymerase_cataly",0.904297524961964
"k141_112898_11_Cyclophilin-like",-0.415284472234516
"k141_112898_12_S25_ribosomal_protein",-2.39621621652426
"k141_112898_13_-",-1.98427102896025
"k141_112898_14_Deoxyhypusine_synthase",-2.66096599908584
"k141_112898_15_COG1301_Na_H_-dicarboxylate_symport",-3.67902864033071
"k141_112898_16_COG1301_Na_H_-dicarboxylate_symport",-3.67905903697625
"k141_112898_17_-",-1.55763207402623
"k141_112898_19_low-complexity_proteins",-3.67905903697625
"k141_112898_21_Belongs_to_the_class-II_aminoacyl-t",0.72363755126423
"k141_112898_22_Belongs_to_the_arginase_family",1.5046447025561
"k141_112898_24_Belongs_to_the_CDP-alcohol_phosphat",-3.02402629835494
"k141_112898_25_ribosomal_protein",0.600744098613651
"k141_112898_26_pfkB_family_carbohydrate_kinase",-1.88836095565523
"k141_112898_3_UbiA_prenyltransferase",-0.229234688859149
"k141_112898_4_Aldo_keto_reductase_family",-1.14104824040817
"k141_112898_5_-",0.49242268730009
"k141_112898_7_Asparagine_synthase",-1.4312492109056
"k141_112898_8_Transcriptional_regulator",1.27004508236676
"k141_112898_9_Alba",2.30128141752418
"k141_126032_12_Amino_acid_kinase_family",-1.45035458233358
"k141_126032_14_Branched-chain_amino_acid_transport",-2.19969351688949
"k141_126032_22_phosphoserine_phosphatase",0.733911346552532
"k141_126032_23_PFAM_ParB_domain_protein_nuclease",0.809330388595826
"k141_126032_24_Stabilizes_TBP_binding_to_an_archae",-0.789578179021993
"k141_126301_1_-",-1.01275371989717
"k141_126301_10_One_of_the_primary_rRNA_binding_pro",0.391643388839474
"k141_126301_4_Like-Sm_ribonucleoprotein_core",-0.236618674818787
"k141_126301_5_metallopeptidase_activity",-1.59013652672746
"k141_126301_6_peptidyl-tyrosine_sulfation",1.25952835649742
"k141_126301_7_PFAM_ribosomal_protein_L7Ae_L30e_S12",1.01256506930304
"k141_126301_8_Participates_in_transcription_termin",-1.18376890361879
"k141_126301_9_With_S4_and_S5_plays_an_important_ro",-0.247776804960127
"k141_126493_2_Regulatory_subunit_of_DNA_primase__a",-1.62779388876578
"k141_126493_3_-",0.434465804821769
"k141_137406_1_-",-0.556740997975025
"k141_137406_10_Winged_helix-turn-helix",0.0892164005094513
"k141_137406_11_-",0.0787483443782758
"k141_137406_12_-",-4.73806440429669
"k141_137406_16_-",0.238656090594581
"k141_137406_17_Plays_an_important_role_in_the_de_n",0.179517374631581
"k141_137406_18_-",0.692808577811889
"k141_137406_19_Orotidine_5'-phosphate_decarboxylas",1.79572281611403
